"","coID","inventory","strata"
"2337",7077,22741.53149,1
"2338",6359,22743.91951,1
"2339",6151,22745.83322,1
"2340",6079,22746.29556,1
"2341",6952,22746.99977,1
"2342",8603,22748.50661,1
"2343",8191,22748.96123,1
"2344",8568,22749.09015,1
"2345",9691,22752.267,1
"2346",5746,22752.99804,1
"2347",6860,22756.27461,1
"2348",7257,22759.38446,1
"2349",4088,22759.55955,1
"2350",7837,22761.09925,1
"2351",6110,22761.24254,1
"2352",8864,22763.99448,1
"2353",8365,22765.19909,1
"2354",8570,22767.45703,1
"2355",5904,22770.25263,1
"2356",8731,22774.14305,1
"2357",6349,22774.73364,1
"2358",6848,22777.41867,1
"2359",9449,22778.16324,1
"2360",8099,22778.88182,1
"2361",7362,22780.89016,1
"2362",9594,22784.78987,1
"2363",8410,22786.84748,1
"2364",8951,22788.36933,1
"2365",6358,22793.72106,1
"2366",8907,22794.87321,1
"2367",9489,22796.88935,1
"2368",6891,22798.71177,1
"2369",6245,22802.25591,1
"2370",7969,22809.90012,1
"2371",8869,22810.4756,1
"2372",7953,22815.97183,1
"2373",5803,22816.11477,1
"2374",8500,22816.33707,1
"2375",6274,22820.21088,1
"2376",9660,22820.52261,1
"2377",6227,22823.61348,1
"2378",5993,22824.67978,1
"2379",8183,22826.6316,1
"2380",8253,22828.30444,1
"2381",8680,22828.66554,1
"2382",8218,22829.5333,1
"2383",8898,22830.96047,1
"2384",7600,22831.37865,1
"2385",8122,22834.80873,1
"2386",6918,22837.50833,1
"2387",7883,22838.79818,1
"2388",7123,22839.59542,1
"2389",6324,22844.37773,1
"2390",9709,22845.35507,1
"2391",5960,22849.88918,1
"2392",5902,22856.61794,1
"2393",6211,22860.31789,1
"2394",7512,22864.57265,1
"2395",7613,22870.00326,1
"2396",7990,22870.32939,1
"2397",7608,22871.90019,1
"2398",8531,22872.82041,1
"2399",7701,22873.37008,1
"2400",9717,22876.86214,1
"2401",7949,22877.63902,1
"2402",9651,22885.45965,1
"2403",8181,22887.13491,1
"2404",7171,22891.12721,1
"2405",5997,22893.09499,1
"2406",6252,22893.73662,1
"2407",8954,22894.88779,1
"2408",6847,22896.76149,1
"2409",8829,22899.30782,1
"2410",5841,22900.16916,1
"2411",9540,22900.17864,1
"2412",6232,22901.16965,1
"2413",9599,22901.2772,1
"2414",6157,22902.89876,1
"2415",5903,22907.63044,1
"2416",7860,22907.6844,1
"2417",9461,22908.89053,1
"2418",6406,22910.24679,1
"2419",5771,22910.78216,1
"2420",8052,22923.0682,1
"2421",4580,22923.37945,1
"2422",3030,22924.53721,1
"2423",6185,22929.32073,1
"2424",8697,22930.22752,1
"2425",8237,22930.33304,1
"2426",5780,22933.4125,1
"2427",5812,22933.7896,1
"2428",9177,22934.38229,1
"2429",9523,22940.77088,1
"2430",7290,22945.81356,1
"2431",7145,22951.49769,1
"2432",7740,22956.23186,1
"2433",8220,22956.65665,1
"2434",7538,22960.71726,1
"2435",9632,22962.90793,1
"2436",8359,22963.00994,1
"2437",7596,22964.87678,1
"2438",9396,22966.41716,1
"2439",8242,22969.37978,1
"2440",5893,22970.63533,1
"2441",7765,22973.70339,1
"2442",7210,22982.66676,1
"2443",9556,22982.91672,1
"2444",8737,22986.02129,1
"2445",7872,22987.48044,1
"2446",6276,22987.85424,1
"2447",6265,22987.85614,1
"2448",8119,22988.04452,1
"2449",8980,22991.94857,1
"2450",5892,22998.49471,1
"2451",4802,22999.74789,1
"2452",8027,23001.35351,1
"2453",7114,23001.734,1
"2454",6976,23002.09407,1
"2455",9643,23002.64737,1
"2456",9609,23004.84462,1
"2457",8937,23011.77542,1
"2458",5890,23016.4337,1
"2459",4583,23017.0302,1
"2460",5900,23018.03391,1
"2461",7810,23020.22111,1
"2462",6078,23022.8054,1
"2463",7106,23024.64555,1
"2464",6998,23025.72654,1
"2465",6407,23026.46215,1
"2466",7640,23027.58109,1
"2467",9305,23028.82706,1
"2468",5961,23031.43691,1
"2469",4673,23032.63987,1
"2470",9011,23033.22388,1
"2471",6012,23034.44068,1
"2472",7699,23036.27307,1
"2473",7404,23036.87585,1
"2474",4968,23037.68077,1
"2475",7565,23040.48092,1
"2476",9582,23044.61817,1
"2477",5811,23052.13985,1
"2478",7029,23055.71258,1
"2479",5959,23056.68562,1
"2480",7934,23058.45334,1
"2481",7902,23058.66802,1
"2482",7989,23060.84499,1
"2483",5949,23062.76542,1
"2484",6292,23065.04631,1
"2485",9248,23066.4547,1
"2486",9720,23067.17043,1
"2487",9725,23068.44666,1
"2488",9696,23071.4903,1
"2489",9605,23071.65069,1
"2490",7046,23079.21197,1
"2491",7513,23082.77508,1
"2492",5944,23088.88852,1
"2493",9562,23094.72559,1
"2494",9657,23096.68137,1
"2495",5069,23099.25656,1
"2496",8250,23099.96718,1
"2497",8186,23101.28255,1
"2498",8778,23101.76987,1
"2499",8971,23105.30623,1
"2500",7777,23108.9786,1
"2501",9560,23109.66945,1
"2502",6243,23118.45174,1
"2503",7440,23119.72552,1
"2504",8858,23121.49271,1
"2505",5797,23122.94484,1
"2506",8734,23123.49339,1
"2507",8722,23124.23401,1
"2508",8267,23126.58831,1
"2509",7211,23126.6317,1
"2510",9122,23126.70164,1
"2511",8908,23129.10001,1
"2512",8785,23130.68973,1
"2513",6081,23131.29979,1
"2514",9538,23131.72801,1
"2515",6076,23132.18592,1
"2516",7533,23132.62372,1
"2517",6016,23134.90182,1
"2518",8224,23138.9435,1
"2519",6000,23139.37539,1
"2520",6449,23142.68028,1
"2521",7844,23144.24052,1
"2522",6064,23145.5524,1
"2523",7061,23146.51161,1
"2524",7888,23149.81132,1
"2525",6321,23153.5024,1
"2526",8068,23158.47275,1
"2527",5989,23158.87,1
"2528",6208,23161.65855,1
"2529",6433,23162.56281,1
"2530",9728,23167.58345,1
"2531",8706,23174.30513,1
"2532",6909,23175.16806,1
"2533",9740,23175.87219,1
"2534",7741,23175.9523,1
"2535",9204,23178.57616,1
"2536",9726,23178.69278,1
"2537",9226,23182.06942,1
"2538",7764,23182.52811,1
"2539",7905,23182.8082,1
"2540",7441,23185.33251,1
"2541",7582,23189.75046,1
"2542",9561,23198.55463,1
"2543",9654,23201.00377,1
"2544",8794,23203.07413,1
"2545",6887,23203.87955,1
"2546",6205,23205.28425,1
"2547",9716,23206.02637,1
"2548",8323,23206.86212,1
"2549",6168,23207.38052,1
"2550",9441,23208.00808,1
"2551",6298,23210.00027,1
"2552",9675,23213.4024,1
"2553",9586,23216.51193,1
"2554",7769,23220.23144,1
"2555",7946,23222.35373,1
"2556",6428,23223.84244,1
"2557",7189,23226.10105,1
"2558",9637,23228.95892,1
"2559",6043,23230.47226,1
"2560",8182,23231.58969,1
"2561",8238,23235.85855,1
"2562",8083,23236.99043,1
"2563",9629,23240.33183,1
"2564",6895,23240.64472,1
"2565",8148,23240.8763,1
"2566",9604,23242.58385,1
"2567",5996,23244.62351,1
"2568",5806,23244.86191,1
"2569",7592,23249.95922,1
"2570",8924,23250.07558,1
"2571",6561,23254.2994,1
"2572",8202,23255.77408,1
"2573",5822,23256.70207,1
"2574",7603,23258.44743,1
"2575",8045,23259.01889,1
"2576",7748,23262.00866,1
"2577",8044,23263.50497,1
"2578",6366,23265.44081,1
"2579",6456,23265.44852,1
"2580",6386,23266.40717,1
"2581",9710,23266.70726,1
"2582",6032,23272.71539,1
"2583",7829,23273.58395,1
"2584",9495,23277.13184,1
"2585",8211,23281.11941,1
"2586",8132,23287.56166,1
"2587",6889,23287.92678,1
"2588",8255,23289.63473,1
"2589",7852,23289.68747,1
"2590",8171,23291.26994,1
"2591",6442,23291.28774,1
"2592",7941,23292.72611,1
"2593",8459,23294.81889,1
"2594",5927,23295.93493,1
"2595",5957,23300.42736,1
"2596",8379,23301.95925,1
"2597",8918,23304.61429,1
"2598",7715,23308.63935,1
"2599",9555,23308.85447,1
"2600",7716,23310.04951,1
"2601",7035,23311.73785,1
"2602",7841,23320.23833,1
"2603",8953,23321.56637,1
"2604",9707,23323.03038,1
"2605",7980,23325.76561,1
"2606",6831,23327.32243,1
"2607",7823,23330.31602,1
"2608",7783,23333.77178,1
"2609",7890,23336.13641,1
"2610",5759,23342.32081,1
"2611",7838,23342.93051,1
"2612",7964,23345.02027,1
"2613",6974,23345.96219,1
"2614",8942,23347.25255,1
"2615",9597,23350.92225,1
"2616",7176,23354.05133,1
"2617",7944,23357.74921,1
"2618",6309,23361.72808,1
"2619",6395,23362.12253,1
"2620",6264,23364.88872,1
"2621",6427,23367.30643,1
"2622",7527,23368.38003,1
"2623",8878,23368.56452,1
"2624",6453,23370.27526,1
"2625",6362,23370.78735,1
"2626",6112,23372.03569,1
"2627",6356,23384.82182,1
"2628",6093,23385.10769,1
"2629",7561,23387.08329,1
"2630",7626,23387.63452,1
"2631",6015,23388.82355,1
"2632",9494,23389.64151,1
"2633",8152,23391.71231,1
"2634",7919,23391.97261,1
"2635",8744,23399.33104,1
"2636",5773,23400.58103,1
"2637",7677,23402.24881,1
"2638",7653,23402.52327,1
"2639",6626,23403.48975,1
"2640",8804,23406.49489,1
"2641",5675,23407.03311,1
"2642",6346,23411.77982,1
"2643",6058,23411.93032,1
"2644",6970,23413.44124,1
"2645",9630,23414.28052,1
"2646",8121,23427.33457,1
"2647",8066,23429.48157,1
"2648",6513,23432.99695,1
"2649",8814,23433.73699,1
"2650",5738,23435.05562,1
"2651",6031,23435.27395,1
"2652",8197,23435.58702,1
"2653",8647,23436.08757,1
"2654",8712,23436.23307,1
"2655",5860,23439.8197,1
"2656",8105,23443.99178,1
"2657",5962,23446.51222,1
"2658",8879,23458.78412,1
"2659",9483,23459.08193,1
"2660",9583,23459.85326,1
"2661",6047,23461.43292,1
"2662",6394,23467.32249,1
"2663",7658,23471.09326,1
"2664",6925,23471.87544,1
"2665",9527,23473.91629,1
"2666",9454,23475.56172,1
"2667",9297,23478.23634,1
"2668",9530,23478.98217,1
"2669",5953,23480.27173,1
"2670",7772,23488.97279,1
"2671",6173,23491.29744,1
"2672",7864,23492.99847,1
"2673",5995,23498.54236,1
"2674",6082,23498.68654,1
"2675",6142,23501.09231,1
"2676",6343,23503.31734,1
"2677",6244,23508.0536,1
"2678",8109,23508.76424,1
"2679",9552,23520.49408,1
"2680",8793,23521.97833,1
"2681",5926,23527.73817,1
"2682",9409,23527.92955,1
"2683",9680,23528.99398,1
"2684",9702,23535.84858,1
"2685",7973,23539.19054,1
"2686",8671,23540.43786,1
"2687",6038,23547.03455,1
"2688",7933,23547.29338,1
"2689",8623,23547.31858,1
"2690",5702,23547.58311,1
"2691",9528,23548.53831,1
"2692",8798,23550.5238,1
"2693",7684,23551.42014,1
"2694",9521,23553.6522,1
"2695",6127,23554.1283,1
"2696",5786,23555.55556,1
"2697",7537,23559.50727,1
"2698",5790,23561.45378,1
"2699",7972,23567.1844,1
"2700",6378,23571.4394,1
"2701",6402,23572.26162,1
"2702",8824,23573.09257,1
"2703",8674,23575.40701,1
"2704",8885,23577.60053,1
"2705",7548,23585.32585,1
"2706",8146,23586.52849,1
"2707",6390,23589.17328,1
"2708",5774,23590.20691,1
"2709",7395,23592.54261,1
"2710",5967,23592.66666,1
"2711",6302,23593.33311,1
"2712",7589,23594.51101,1
"2713",6014,23595.92055,1
"2714",8240,23597.17753,1
"2715",7623,23604.33372,1
"2716",5732,23612.56454,1
"2717",7255,23613.83654,1
"2718",5332,23616.97463,1
"2719",5814,23618.31617,1
"2720",8236,23620.53379,1
"2721",8498,23623.16016,1
"2722",8964,23626.25756,1
"2723",9445,23626.4121,1
"2724",6281,23630.10107,1
"2725",6340,23633.66771,1
"2726",5937,23640.84997,1
"2727",8138,23654.65026,1
"2728",8695,23655.3335,1
"2729",6008,23660.93222,1
"2730",9089,23662.51276,1
"2731",5206,23664.56852,1
"2732",9459,23665.88516,1
"2733",8431,23668.54841,1
"2734",9100,23674.20436,1
"2735",5515,23676.32247,1
"2736",5828,23678.36125,1
"2737",6213,23679.54264,1
"2738",9589,23684.8102,1
"2739",8735,23687.41935,1
"2740",6905,23689.55046,1
"2741",8972,23690.32308,1
"2742",6238,23691.82922,1
"2743",8978,23692.60346,1
"2744",7116,23695.08678,1
"2745",7938,23696.09294,1
"2746",5748,23702.0804,1
"2747",8961,23702.1011,1
"2748",8086,23708.62679,1
"2749",4827,23708.63031,1
"2750",5847,23709.66875,1
"2751",2657,23711.8641,1
"2752",6844,23712.46903,1
"2753",8841,23713.13691,1
"2754",7550,23714.18207,1
"2755",9124,23716.53135,1
"2756",5854,23717.97957,1
"2757",8059,23722.88498,1
"2758",8883,23724.1092,1
"2759",9557,23724.79714,1
"2760",7084,23727.67335,1
"2761",8656,23730.03981,1
"2762",7028,23732.95655,1
"2763",9627,23732.95993,1
"2764",8938,23734.09391,1
"2765",8344,23734.76293,1
"2766",7803,23740.29064,1
"2767",6233,23742.27252,1
"2768",7877,23743.09849,1
"2769",6052,23743.95639,1
"2770",9358,23747.59738,1
"2771",8702,23750.97145,1
"2772",9117,23751.86922,1
"2773",7761,23752.99957,1
"2774",7630,23756.95683,1
"2775",8718,23759.25797,1
"2776",9427,23763.09239,1
"2777",6167,23767.81956,1
"2778",8082,23768.5076,1
"2779",8763,23770.20657,1
"2780",8642,23779.87101,1
"2781",7813,23787.73613,1
"2782",5747,23787.97575,1
"2783",8199,23791.39862,1
"2784",6133,23795.31214,1
"2785",7646,23798.65998,1
"2786",9723,23800.61834,1
"2787",6956,23803.48416,1
"2788",6380,23807.57253,1
"2789",5876,23808.16002,1
"2790",5872,23811.811,1
"2791",8143,23812.93988,1
"2792",5844,23815.2638,1
"2793",6345,23816.73494,1
"2794",9442,23821.80504,1
"2795",8002,23822.50644,1
"2796",6125,23825.02187,1
"2797",9739,23827.24244,1
"2798",6352,23829.69712,1
"2799",5998,23834.57148,1
"2800",5999,23840.80815,1
"2801",4913,23844.31599,1
"2802",7407,23844.62164,1
"2803",9060,23848.17203,1
"2804",7402,23851.22369,1
"2805",7725,23853.98612,1
"2806",8129,23856.87871,1
"2807",7108,23857.26842,1
"2808",7642,23857.69789,1
"2809",7637,23860.90822,1
"2810",5229,23865.21731,1
"2811",9574,23867.77879,1
"2812",7586,23874.59328,1
"2813",6299,23874.82684,1
"2814",6405,23883.12753,1
"2815",6904,23883.45156,1
"2816",6063,23884.68812,1
"2817",8219,23885.52815,1
"2818",9474,23889.2381,1
"2819",6631,23891.44211,1
"2820",9460,23892.35387,1
"2821",9114,23892.79201,1
"2822",8749,23893.65246,1
"2823",8800,23895.69354,1
"2824",6037,23899.05867,1
"2825",6884,23899.12685,1
"2826",4765,23902.34465,1
"2827",7994,23902.49337,1
"2828",8777,23918.19975,1
"2829",8727,23920.5592,1
"2830",9457,23922.77149,1
"2831",9573,23923.86554,1
"2832",8747,23929.44327,1
"2833",6018,23934.19434,1
"2834",5895,23934.93501,1
"2835",8096,23936.6706,1
"2836",2635,23936.74001,1
"2837",6104,23938.53345,1
"2838",6875,23940.91014,1
"2839",9418,23941.84209,1
"2840",7913,23943.01238,1
"2841",6328,23948.07144,1
"2842",6450,23948.28404,1
"2843",5819,23949.17978,1
"2844",7007,23949.84475,1
"2845",8609,23954.28051,1
"2846",7745,23954.35668,1
"2847",7656,23957.92873,1
"2848",9623,23958.81499,1
"2849",7625,23961.19927,1
"2850",7622,23967.19746,1
"2851",7985,23968.99458,1
"2852",8728,23977.48068,1
"2853",7825,23977.50006,1
"2854",9475,23977.85754,1
"2855",9566,23990.86949,1
"2856",7011,23992.09164,1
"2857",7959,23995.11455,1
"2858",8100,23995.12285,1
"2859",7424,23995.36431,1
"2860",8888,23995.42604,1
"2861",8292,23995.58122,1
"2862",8043,23996.82753,1
"2863",5935,23999.1785,1
"2864",9533,24001.70693,1
"2865",6169,24002.76849,1
"2866",8174,24010.20464,1
"2867",7873,24010.32919,1
"2868",5879,24012.612,1
"2869",4845,24013.33944,1
"2870",5250,24021.15482,1
"2871",8048,24026.47569,1
"2872",5612,24026.6179,1
"2873",8715,24029.11262,1
"2874",6903,24029.54564,1
"2875",7377,24030.60265,1
"2876",7088,24031.62875,1
"2877",3040,24035.9463,1
"2878",6247,24039.30203,1
"2879",9547,24043.81708,1
"2880",9361,24047.59615,1
"2881",7583,24047.98211,1
"2882",7611,24052.43988,1
"2883",8809,24053.08678,1
"2884",6034,24061.13196,1
"2885",7815,24065.63288,1
"2886",8097,24069.91382,1
"2887",5862,24070.55395,1
"2888",5992,24072.6019,1
"2889",9706,24073.1012,1
"2890",7952,24079.87675,1
"2891",6251,24080.11951,1
"2892",6176,24082.73185,1
"2893",7342,24085.16041,1
"2894",7697,24087.6044,1
"2895",6062,24088.4839,1
"2896",8682,24088.79739,1
"2897",7580,24089.30373,1
"2898",6129,24090.71401,1
"2899",9400,24090.75627,1
"2900",7081,24095.08701,1
"2901",9448,24097.4713,1
"2902",7942,24100.34639,1
"2903",7354,24108.68067,1
"2904",8669,24114.65481,1
"2905",3075,24116.42291,1
"2906",8944,24116.69103,1
"2907",6389,24118.55766,1
"2908",8031,24119.74753,1
"2909",7417,24125.01153,1
"2910",8928,24125.82322,1
"2911",8077,24127.58642,1
"2912",7099,24131.4632,1
"2913",6022,24136.49553,1
"2914",7780,24137.44627,1
"2915",7524,24138.61515,1
"2916",9580,24140.48431,1
"2917",9678,24140.8127,1
"2918",7619,24144.61944,1
"2919",6118,24144.88666,1
"2920",7307,24147.88393,1
"2921",7842,24148.22012,1
"2922",9531,24150.92188,1
"2923",8195,24157.19776,1
"2924",7287,24159.53909,1
"2925",9013,24159.81424,1
"2926",5809,24160.50306,1
"2927",6190,24162.61954,1
"2928",5839,24167.89693,1
"2929",5805,24170.04703,1
"2930",9420,24176.30562,1
"2931",8904,24177.53189,1
"2932",7861,24178.90042,1
"2933",7008,24180.29521,1
"2934",5808,24183.31859,1
"2935",6282,24187.03548,1
"2936",5769,24188.64289,1
"2937",8024,24189.85178,1
"2938",8144,24194.97244,1
"2939",8123,24195.44318,1
"2940",6398,24197.66995,1
"2941",8254,24202.61095,1
"2942",8049,24203.98833,1
"2943",6203,24212.69768,1
"2944",7110,24217.76635,1
"2945",6764,24219.49246,1
"2946",8966,24220.29404,1
"2947",8150,24220.79226,1
"2948",6004,24221.92516,1
"2949",8916,24222.08683,1
"2950",6461,24225.20115,1
"2951",9502,24227.04075,1
"2952",5152,24227.92625,1
"2953",6900,24229.29026,1
"2954",9671,24229.82789,1
"2955",9006,24230.94982,1
"2956",8012,24231.85192,1
"2957",7118,24244.15128,1
"2958",6399,24249.69502,1
"2959",9553,24251.46898,1
"2960",9663,24251.79961,1
"2961",5852,24257.44367,1
"2962",8080,24258.61932,1
"2963",6924,24260.48433,1
"2964",6313,24261.18273,1
"2965",9425,24261.62039,1
"2966",7579,24264.48986,1
"2967",6194,24264.78146,1
"2968",7650,24265.11495,1
"2969",8353,24265.33457,1
"2970",8098,24265.35607,1
"2971",6161,24269.2632,1
"2972",7306,24270.90988,1
"2973",7752,24270.99137,1
"2974",6426,24272.04063,1
"2975",7714,24272.27048,1
"2976",9626,24273.18797,1
"2977",7940,24278.02113,1
"2978",8260,24278.18416,1
"2979",5800,24280.59067,1
"2980",1956,24280.75926,1
"2981",9512,24284.76379,1
"2982",7463,24286.44308,1
"2983",6294,24287.85601,1
"2984",4993,24288.85792,1
"2985",9677,24290.90162,1
"2986",6105,24295.69773,1
"2987",5875,24296.92952,1
"2988",8371,24299.92355,1
"2989",6028,24301.54262,1
"2990",5779,24305.12258,1
"2991",5009,24310.84405,1
"2992",5878,24313.02802,1
"2993",8952,24317.10953,1
"2994",9565,24318.49387,1
"2995",9558,24318.61922,1
"2996",8102,24319.42266,1
"2997",9467,24320.58633,1
"2998",6200,24321.72336,1
"2999",8018,24323.52676,1
"3000",5836,24325.68131,1
"3001",9666,24329.692,1
"3002",7932,24332.16659,1
"3003",7411,24332.72093,1
"3004",6425,24333.50285,1
"3005",6296,24333.56607,1
"3006",7174,24334.08255,1
"3007",7375,24336.61574,1
"3008",5018,24340.71034,1
"3009",6159,24363.41386,1
"3010",7112,24367.35805,1
"3011",8766,24369.20632,1
"3012",8259,24371.16954,1
"3013",6317,24373.90995,1
"3014",7105,24379.24592,1
"3015",6462,24380.52008,1
"3016",9458,24382.1427,1
"3017",6308,24382.85081,1
"3018",8925,24384.72606,1
"3019",9670,24391.03925,1
"3020",7127,24391.08826,1
"3021",7177,24392.01458,1
"3022",9496,24396.36794,1
"3023",5128,24398.48423,1
"3024",7614,24401.66603,1
"3025",5863,24402.09766,1
"3026",3990,24402.97656,1
"3027",8923,24408.27979,1
"3028",6263,24410.45757,1
"3029",6320,24411.38255,1
"3030",7594,24414.91562,1
"3031",7132,24415.58892,1
"3032",8087,24417.74998,1
"3033",8081,24417.79094,1
"3034",6916,24423.87998,1
"3035",6163,24430.1611,1
"3036",4587,24435.47665,1
"3037",9525,24442.19659,1
"3038",9526,24443.61275,1
"3039",6256,24444.61897,1
"3040",8262,24446.20229,1
"3041",6154,24449.58768,1
"3042",5760,24450.87718,1
"3043",8705,24451.54285,1
"3044",8660,24451.78621,1
"3045",8165,24453.20769,1
"3046",8976,24460.35898,1
"3047",7293,24465.57997,1
"3048",4717,24466.47768,1
"3049",6085,24469.4098,1
"3050",6422,24472.57374,1
"3051",6391,24474.29202,1
"3052",8157,24474.52815,1
"3053",5742,24477.10704,1
"3054",9229,24480.49427,1
"3055",8126,24482.86473,1
"3056",6196,24484.70203,1
"3057",5912,24487.81261,1
"3058",8996,24488.69895,1
"3059",9432,24491.2576,1
"3060",8358,24491.74461,1
"3061",6385,24493.73533,1
"3062",7054,24496.36587,1
"3063",9373,24498.493,1
"3064",8873,24498.69562,1
"3065",8982,24501.07354,1
"3066",5867,24503.45705,1
"3067",9490,24505.6666,1
"3068",5981,24507.65322,1
"3069",8406,24510.25584,1
"3070",4979,24511.48516,1
"3071",7609,24515.26025,1
"3072",7971,24517.67437,1
"3073",6013,24517.90134,1
"3074",8827,24518.11108,1
"3075",8831,24518.60049,1
"3076",8799,24518.82895,1
"3077",8281,24519.32102,1
"3078",9010,24522.46987,1
"3079",7225,24523.04289,1
"3080",9456,24527.21942,1
"3081",9482,24527.65105,1
"3082",6858,24529.2915,1
"3083",9738,24531.8318,1
"3084",8435,24532.23279,1
"3085",6060,24536.68918,1
"3086",8127,24538.97186,1
"3087",7976,24549.03193,1
"3088",9417,24550.78385,1
"3089",6075,24553.34606,1
"3090",7708,24554.97942,1
"3091",8370,24556.02172,1
"3092",8361,24561.86965,1
"3093",6930,24572.93793,1
"3094",7762,24577.53377,1
"3095",8225,24579.64049,1
"3096",6959,24585.87374,1
"3097",7880,24586.12116,1
"3098",7323,24588.73019,1
"3099",7117,24589.13859,1
"3100",7822,24589.60205,1
"3101",8676,24593.53232,1
"3102",6963,24595.25151,1
"3103",8110,24596.72747,1
"3104",5917,24599.26198,1
"3105",6934,24602.44402,1
"3106",8015,24607.92415,1
"3107",7595,24608.60089,1
"3108",6713,24612.9695,1
"3109",6021,24613.02374,1
"3110",6055,24613.81868,1
"3111",6435,24619.58054,1
"3112",7467,24626.08341,1
"3113",7855,24630.88048,1
"3114",8019,24631.5544,1
"3115",1344,24638.59387,1
"3116",7728,24640.44636,1
"3117",6519,24646.31788,1
"3118",6061,24651.43497,1
"3119",7667,24652.74413,1
"3120",5425,24653.23183,1
"3121",7757,24654.52855,1
"3122",9679,24659.51672,1
"3123",6177,24663.66186,1
"3124",7034,24666.27398,1
"3125",8932,24666.80026,1
"3126",9034,24677.76406,1
"3127",6414,24679.25056,1
"3128",7348,24685.69851,1
"3129",5930,24687.02325,1
"3130",6107,24687.56415,1
"3131",6228,24687.9245,1
"3132",6150,24693.31874,1
"3133",9018,24693.91587,1
"3134",9511,24695.121,1
"3135",6372,24698.47493,1
"3136",5739,24698.98186,1
"3137",7706,24699.31301,1
"3138",6434,24707.67041,1
"3139",4975,24715.54847,1
"3140",8107,24728.49658,1
"3141",5255,24729.33741,1
"3142",8787,24729.83796,1
"3143",7154,24732.914,1
"3144",5911,24734.53571,1
"3145",5907,24738.26803,1
"3146",9590,24747.24045,1
"3147",6420,24753.476,1
"3148",6418,24755.5119,1
"3149",7763,24759.67541,1
"3150",8256,24760.84738,1
"3151",8874,24762.88154,1
"3152",7292,24766.28269,1
"3153",8628,24768.11807,1
"3154",9471,24770.41863,1
"3155",8046,24771.12277,1
"3156",5883,24774.68034,1
"3157",9000,24775.38365,1
"3158",9615,24776.71366,1
"3159",6843,24777.0397,1
"3160",9283,24777.31202,1
"3161",7552,24779.97194,1
"3162",7786,24785.30291,1
"3163",5837,24789.88218,1
"3164",6102,24791.88014,1
"3165",8813,24803.87898,1
"3166",6455,24804.01695,1
"3167",7120,24804.6776,1
"3168",5181,24807.3347,1
"3169",8940,24810.27713,1
"3170",6077,24817.66409,1
"3171",7371,24822.42605,1
"3172",9447,24822.48594,1
"3173",6040,24829.95532,1
"3174",6158,24832.07234,1
"3175",7409,24834.96946,1
"3176",7094,24836.83244,1
"3177",7085,24841.02828,1
"3178",6235,24842.80272,1
"3179",9752,24845.03161,1
"3180",7428,24847.10015,1
"3181",8269,24850.01185,1
"3182",2667,24853.27097,1
"3183",8808,24862.9002,1
"3184",6029,24865.17198,1
"3185",6224,24870.13438,1
"3186",8890,24875.33638,1
"3187",5948,24878.59057,1
"3188",6204,24880.71325,1
"3189",9453,24881.48352,1
"3190",7789,24883.42634,1
"3191",6338,24890.594,1
"3192",8227,24890.68277,1
"3193",6162,24898.2501,1
"3194",9639,24909.97511,1
"3195",8655,24911.83977,1
"3196",7593,24916.0349,1
"3197",9468,24917.28856,1
"3198",6908,24919.24659,1
"3199",8447,24922.58932,1
"3200",8023,24923.08848,1
"3201",5724,24924.61472,1
"3202",6207,24924.94779,1
"3203",5896,24928.7923,1
"3204",7722,24931.33409,1
"3205",8454,24931.95028,1
"3206",7993,24933.78638,1
"3207",6201,24935.02926,1
"3208",8050,24937.93121,1
"3209",6315,24945.73701,1
"3210",5821,24948.22754,1
"3211",9548,24953.27875,1
"3212",8013,24955.57877,1
"3213",9612,24957.04114,1
"3214",7091,24959.20369,1
"3215",9451,24966.95549,1
"3216",8518,24967.665,1
"3217",7129,24969.471,1
"3218",9719,24973.14907,1
"3219",6597,24974.34002,1
"3220",7758,24978.87536,1
"3221",7531,24981.17905,1
"3222",8112,24983.81598,1
"3223",5857,24987.75274,1
"3224",1983,24988.49185,1
"3225",6413,24995.03512,1
"3226",7066,24996.62569,1
"3227",6025,24998.19361,1
"3228",6437,24998.4268,1
"3229",6869,25001.80005,1
"3230",7212,25003.25652,1
"3231",8030,25005.54158,1
"3232",8748,25007.51437,1
"3233",8228,25010.06136,1
"3234",9614,25010.3682,1
"3235",8244,25014.32272,1
"3236",7840,25015.21131,1
"3237",5946,25019.59927,1
"3238",5947,25026.49095,1
"3239",7010,25038.13559,1
"3240",4960,25039.12099,1
"3241",6381,25040.26125,1
"3242",6290,25042.75851,1
"3243",6396,25047.384,1
"3244",6086,25049.83692,1
"3245",6416,25054.79704,1
"3246",8678,25068.38389,1
"3247",8270,25069.853,1
"3248",9595,25070.62455,1
"3249",6136,25075.86749,1
"3250",7017,25077.58529,1
"3251",8004,25077.68453,1
"3252",6307,25080.50624,1
"3253",7833,25082.96614,1
"3254",6145,25086.01745,1
"3255",8463,25089.47169,1
"3256",7038,25093.79964,1
"3257",6144,25100.40983,1
"3258",8118,25101.21382,1
"3259",8008,25103.62785,1
"3260",7711,25105.75242,1
"3261",7134,25107.89427,1
"3262",7539,25108.45179,1
"3263",6306,25109.21792,1
"3264",2995,25110.55811,1
"3265",6074,25113.92035,1
"3266",7406,25114.75463,1
"3267",9579,25122.39798,1
"3268",6286,25128.03019,1
"3269",6881,25128.1482,1
