"","coID","inventory","strata"
"640",7488,14718.50971,1
"641",9150,14718.93609,1
"642",8362,14731.19571,1
"643",8538,14737.54811,1
"644",6604,14759.2562,1
"645",7295,14766.17238,1
"646",6529,14770.83568,1
"647",8574,14771.5493,1
"648",9009,14780.1043,1
"649",7332,14795.39518,1
"650",6788,14804.49315,1
"651",6521,14804.98943,1
"652",7276,14811.77576,1
"653",8590,14817.36397,1
"654",7386,14819.76817,1
"655",7063,14825.34508,1
"656",4645,14833.5832,1
"657",4915,14845.94349,1
"658",8611,14848.2476,1
"659",8330,14891.42186,1
"660",6495,14897.32131,1
"661",2668,14909.23142,1
"662",6756,14923.41198,1
"663",8605,14928.00768,1
"664",8469,14945.93289,1
"665",8843,14952.06249,1
"666",7464,14959.88191,1
"667",8345,14968.65824,1
"668",8441,14973.0314,1
"669",6929,14982.14615,1
"670",6712,14990.90416,1
"671",6796,14995.03396,1
"672",7260,15024.62737,1
"673",8367,15039.66426,1
"674",5368,15043.65903,1
"675",4534,15046.3626,1
"676",7358,15047.31067,1
"677",6755,15062.78807,1
"678",6782,15071.53925,1
"679",7368,15081.47891,1
"680",7320,15107.6838,1
"681",6504,15112.95536,1
"682",6562,15120.21102,1
"683",4746,15120.38772,1
"684",6600,15120.39367,1
"685",9381,15121.043,1
"686",7263,15135.42378,1
"687",3024,15141.89894,1
"688",6810,15143.28796,1
"689",5646,15156.96461,1
"690",6658,15161.31952,1
"691",6682,15174.41576,1
"692",6627,15183.79959,1
"693",7343,15191.65142,1
"694",8340,15215.52957,1
"695",8317,15235.05663,1
"696",7879,15240.51261,1
"697",6560,15245.40857,1
"698",6829,15246.85016,1
"699",7678,15250.58626,1
"700",7820,15256.54037,1
"701",6611,15258.24419,1
"702",6894,15259.79024,1
"703",8324,15265.5949,1
"704",9165,15272.23357,1
"705",6811,15285.93428,1
"706",7518,15295.04014,1
"707",7487,15304.81262,1
"708",6781,15312.21022,1
"709",8303,15315.53983,1
"710",4980,15327.43052,1
"711",8381,15339.83003,1
"712",7606,15344.71602,1
"713",4531,15355.36044,1
"714",7228,15369.08079,1
"715",5384,15382.49986,1
"716",8710,15396.0992,1
"717",4349,15401.8311,1
"718",6570,15431.72531,1
"719",7585,15435.13766,1
"720",8460,15443.73418,1
"721",7455,15451.77224,1
"722",6485,15451.85881,1
"723",8451,15460.91537,1
"724",6698,15492.15275,1
"725",6480,15510.31338,1
"726",8618,15515.94921,1
"727",3254,15536.60632,1
"728",7442,15592.96881,1
"729",6468,15610.85512,1
"730",8412,15650.82106,1
"731",7516,15660.69288,1
"732",7365,15662.43966,1
"733",8675,15702.61615,1
"734",7750,15707.63823,1
"735",8811,15725.27044,1
"736",7376,15725.80146,1
"737",6699,15731.60276,1
"738",7794,15734.61969,1
"739",6491,15750.04547,1
"740",9022,15750.85636,1
"741",7638,15754.22623,1
"742",7545,15760.29135,1
"743",6805,15767.72165,1
"744",7484,15786.60446,1
"745",8490,15789.41996,1
"746",6769,15803.43172,1
"747",4527,15805.89629,1
"748",4820,15808.35503,1
"749",6677,15814.65334,1
"750",9296,15828.70054,1
"751",6622,15837.63385,1
"752",6947,15839.49411,1
"753",8504,15857.00744,1
"754",7387,15860.72351,1
"755",8529,15861.71387,1
"756",7231,15863.163,1
"757",7507,15866.2003,1
"758",8554,15871.11691,1
"759",7510,15886.19192,1
"760",4916,15886.92323,1
"761",6580,15892.72597,1
"762",6469,15892.87567,1
"763",6804,15901.49087,1
"764",7380,15912.39734,1
"765",8553,15931.87022,1
"766",5251,15932.6503,1
"767",8614,15939.42181,1
"768",7433,15948.6678,1
"769",6510,15965.81209,1
"770",8610,15965.92549,1
"771",7360,15973.43188,1
"772",7173,15979.88463,1
"773",7036,15982.17414,1
"774",7814,15990.42205,1
"775",6795,15994.43133,1
"776",8488,15997.18543,1
"777",750,15997.38799,1
"778",7448,15999.08014,1
"779",7016,15999.17246,1
"780",6725,16011.42202,1
"781",9243,16024.3044,1
"782",6865,16043.97214,1
"783",4700,16061.95255,1
"784",8690,16068.54891,1
"785",6629,16075.09344,1
"786",9253,16077.67258,1
"787",1303,16101.71303,1
"788",7668,16103.1377,1
"789",7237,16117.5715,1
"790",8634,16127.81002,1
"791",9145,16133.11243,1
"792",6794,16151.06729,1
"793",6777,16157.09775,1
"794",7474,16170.46302,1
"795",7631,16176.6508,1
"796",6516,16185.58421,1
"797",7247,16190.22838,1
"798",7866,16200.27922,1
"799",7179,16204.06456,1
"800",8313,16207.30234,1
"801",8532,16212.7284,1
"802",8764,16217.35224,1
"803",7227,16231.3835,1
"804",7309,16251.71607,1
"805",3234,16257.51324,1
"806",8650,16261.43726,1
"807",8474,16268.15825,1
"808",6993,16273.24356,1
"809",6616,16283.89049,1
"810",8743,16288.88878,1
"811",6733,16322.64739,1
"812",6982,16328.56675,1
"813",7235,16336.94169,1
"814",8762,16357.26371,1
"815",8949,16357.28753,1
"816",8328,16373.87633,1
"817",7208,16374.7916,1
"818",8757,16380.60121,1
"819",7865,16391.34084,1
"820",7917,16393.99575,1
"821",7766,16395.84756,1
"822",1904,16396.13081,1
"823",5309,16424.25255,1
"824",7149,16426.70115,1
"825",8438,16432.93717,1
"826",5162,16437.33724,1
"827",8756,16444.78734,1
"828",8392,16460.56719,1
"829",8661,16462.62496,1
"830",6827,16478.96396,1
"831",5644,16482.90828,1
"832",3076,16500.99152,1
"833",7476,16515.84522,1
"834",7753,16522.30287,1
"835",8555,16533.41116,1
"836",8318,16534.64767,1
"837",6472,16545.63945,1
"838",7747,16560.57722,1
"839",5978,16562.76005,1
"840",5297,16567.92291,1
"841",7209,16576.42927,1
"842",7313,16580.57857,1
"843",4908,16587.1479,1
"844",7700,16593.10721,1
"845",8385,16605.15495,1
"846",7689,16613.0355,1
"847",8523,16621.94407,1
"848",7787,16630.08168,1
"849",6946,16677.39258,1
"850",8740,16691.58739,1
"851",7325,16700.02359,1
"852",8416,16707.76889,1
"853",8836,16714.12953,1
"854",6284,16725.48728,1
"855",9745,16731.47661,1
"856",7405,16731.47798,1
"857",8398,16746.75869,1
"858",8346,16749.55691,1
"859",5894,16765.71215,1
"860",7294,16778.69177,1
"861",7310,16790.40449,1
"862",9462,16813.79321,1
"863",6977,16817.07981,1
"864",6842,16835.0327,1
"865",7621,16843.43584,1
"866",7052,16843.72589,1
"867",6563,16864.05747,1
"868",8579,16877.70554,1
"869",7544,16882.94133,1
"870",5042,16887.35433,1
"871",4796,16904.83159,1
"872",9176,16905.86953,1
"873",6784,16924.64727,1
"874",6674,16930.44611,1
"875",3072,16933.02582,1
"876",6045,16943.67995,1
"877",9398,16948.54427,1
"878",7799,16960.97006,1
"879",4932,16963.66071,1
"880",7918,16988.3724,1
"881",8576,17011.93504,1
"882",7369,17017.46555,1
"883",3252,17020.32504,1
"884",8693,17038.55542,1
"885",9393,17046.67973,1
"886",8875,17084.57291,1
"887",5680,17085.61412,1
"888",6477,17087.21287,1
"889",7790,17088.85396,1
"890",7265,17094.98518,1
"891",8467,17106.90795,1
"892",8882,17107.3787,1
"893",6638,17118.97645,1
"894",5778,17119.29287,1
"895",6642,17122.80551,1
"896",8685,17152.64439,1
"897",7665,17153.47678,1
"898",7485,17158.15186,1
"899",7390,17159.44307,1
"900",7652,17170.13872,1
"901",7468,17171.71978,1
"902",9593,17179.88749,1
"903",9140,17200.02939,1
"904",7688,17227.85136,1
"905",7661,17228.71473,1
"906",8704,17251.48521,1
"907",8935,17258.19423,1
"908",9364,17263.96912,1
"909",8995,17273.31119,1
"910",8648,17274.85547,1
"911",6187,17290.0847,1
"912",7044,17299.17039,1
"913",7800,17302.40561,1
"914",6813,17312.14309,1
"915",6964,17313.98914,1
"916",9021,17321.44139,1
"917",8988,17323.48972,1
"918",7124,17333.83024,1
"919",9616,17340.3973,1
"920",8384,17342.95554,1
"921",7068,17357.10607,1
"922",9091,17357.89183,1
"923",6754,17369.4621,1
"924",6898,17377.74369,1
"925",9277,17393.09889,1
"926",7506,17395.3238,1
"927",8285,17396.32534,1
"928",7705,17401.81372,1
"929",8927,17403.04822,1
"930",7666,17412.19607,1
"931",7457,17414.28696,1
"932",7924,17419.76055,1
"933",8862,17422.60865,1
"934",4909,17431.62104,1
"935",8820,17434.179,1
"936",7470,17434.51739,1
"937",7089,17438.22915,1
"938",6567,17445.69138,1
"939",8343,17450.67826,1
"940",7122,17453.16953,1
"941",8617,17459.91742,1
"942",9276,17460.75928,1
"943",7551,17480.29898,1
"944",8543,17495.24614,1
"945",7005,17495.601,1
"946",6654,17506.65462,1
"947",9610,17507.11974,1
"948",9638,17517.15504,1
"949",8464,17521.36822,1
"950",7030,17533.31357,1
"951",8782,17535.78652,1
"952",6892,17538.49253,1
"953",9690,17544.27352,1
"954",6465,17547.97275,1
"955",6681,17553.93264,1
"956",6878,17557.34959,1
"957",7238,17566.33162,1
"958",7804,17575.94769,1
"959",6666,17576.26043,1
"960",6862,17581.36128,1
"961",9246,17603.04123,1
"962",7827,17604.39515,1
"963",8479,17606.88857,1
"964",7876,17608.32989,1
"965",7996,17610.15636,1
"966",2613,17612.78341,1
"967",6861,17631.18652,1
"968",1116,17632.53097,1
"969",7207,17634.62734,1
"970",9019,17635.9657,1
"971",5511,17645.46294,1
"972",8520,17655.94537,1
"973",7339,17657.53452,1
"974",7092,17669.96761,1
"975",6906,17677.04123,1
"976",7246,17687.98892,1
"977",6620,17695.15526,1
"978",5345,17695.46369,1
"979",7730,17696.3261,1
"980",7082,17711.73954,1
"981",8717,17748.50041,1
"982",7324,17759.85896,1
"983",4711,17762.70836,1
"984",6973,17773.65384,1
"985",8273,17774.71037,1
"986",8433,17775.79045,1
"987",6799,17780.65777,1
"988",6637,17788.05697,1
"989",9510,17788.12112,1
"990",5871,17792.11017,1
"991",9650,17802.58896,1
"992",9421,17811.47018,1
"993",6667,17818.01076,1
"994",8984,17826.55961,1
"995",7450,17830.35624,1
"996",6851,17835.63142,1
